0.17133,-2.2121
-0.079607,-1.0292
0.33576,-2.038
0.50663,-1.9237
0.16843,-1.5189
-0.6295,-2.7947
-0.56518,-1.5941
0.25984,-2.4667
-0.14327,-2.23
0.41707,-1.8101
-0.45498,-2.0392
0.29772,-1.8921
-0.066316,-0.77831
0.22545,-2.0684
0.025961,-2.5544
-0.11287,-1.3264
0.38319,-1.6378
-0.42305,-2.1299
0.91855,-2.7038
1.0431,-2.5954
-0.36478,-2.3885
-0.23335,-1.8267
-0.030264,-2.1242
-0.21634,-2.062
-0.86597,-1.5713
0.70266,-0.94298
-0.59981,-1.9376
0.57657,-1.9611
0.59826,-1.4101
1.1512,-2.3015
0.75034,-1.1996
-0.57671,-1.1782
0.35671,-1.5289
0.51117,-1.9807
-0.68,-1.7811
-0.36787,-1.8994
-1.0759,-2.9622
1.0319,-1.9902
-0.084962,-1.7414
-0.063391,-2.3717
-0.47149,-1.492
0.47799,-1.9026
-0.40801,-2.0836
1.5207,-2.1884
-0.16414,-2.0807
0.43409,-1.7901
0.10679,-2.5892
-0.80681,-0.7644
0.39426,-2.3228
0.46198,-1.3928
-0.097803,-1.8074
0.51245,-2.1653
-0.43191,-2.872
-0.31857,-2.2731
-0.21967,-1.9925
-0.88084,-2.2266
0.512,-2.2859
0.56572,-1.8967
0.79028,-3.0219
-0.44015,-2.5031
-0.8573,-1.0733
-0.83284,-1.4658
-0.66837,-0.9177
0.008708,-1.8833
0.35107,-0.96186
0.32756,-1.6105
-0.65339,-2.5569
0.98067,-1.9443
1.2995,-1.4352
-0.28087,-2.0432
0.18496,-2.6492
1.4457,2.2387
2.0119,1.6389
1.8694,1.6777
1.9745,1.9055
2.6417,2.3422
1.4378,1.6857
2.5147,2.6855
2.2703,2.5426
2.2314,1.3331
1.8239,1.875
1.473,1.333
2.5181,2.5732
2.5127,2.6426
2.1244,1.8548
2.0599,1.9382
2.123,2.2093
2.2509,2.2687
0.96811,1.9462
2.293,1.9901
2.2753,1.7664
2.1427,2.6784
2.1991,2.8084
2.672,2.1907
2.6476,2.1282
1.3993,1.1562
1.5276,1.901
1.9859,1.5531
1.6459,1.7665
1.7878,1.9125
2.31,2.1707
1.9829,1.9572
1.5446,2.2666
2.2901,2.4769
1.922,2.2332
2.4047,2.2779
1.4854,2.0544
1.8113,1.8561
1.7797,2.3203
2.299,2.2247
1.7395,1.7879
2.801,2.7501
1.2933,1.9582
1.6653,1.8372
1.0695,1.9104
1.9254,2.3836
1.8421,2.1978
2.0862,1.9675
1.4684,1.3057
2.0995,1.9169
1.8397,1.8542
1.9198,2.6563
1.7391,1.9703
1.8839,2.2354
2.9939,2.1133
1.8889,1.9681
2.3922,2.0896
2.1697,1.8901
1.9599,2.022
2.4885,1.6072
2.0894,2.407
1.521,2.4359
1.6285,1.8866
2.3364,2.2291
1.8325,2.2711
3.033,1.7366
1.6862,1.8216
1.975,2.4031
1.1958,2.1385
2.2714,2.2439
1.4525,2.1801
2.7176,1.5388
1.8337,1.9558
1.6951,1.6762
2.2537,1.1927
2.2264,1.8598
2.0501,1.926
1.7738,1.5933
1.9969,1.7289
1.5225,2.3684
1.9175,1.8228
2.0149,2.2506
2.1589,2.5977
2.3961,1.4653
2.63,2.3295
2.4635,1.7148
1.9486,2.1712
1.9318,1.9781
1.5803,2.3948
2.6375,1.7705
1.9689,1.6646
2.266,1.7757
1.9055,1.5812
1.6613,1.9708
2.2924,1.2887
2.041,2.4986
1.8737,2.068
1.6093,1.7036
1.7552,2.1424
2.214,2.3049
2.0145,1.8319
1.8483,1.9899
2.5156,1.0747
1.4366,2.2652
1.7375,2.4995
1.5706,1.8629
2.0356,2.1371
1.8983,1.9306
2.2195,1.7714
1.5195,2.0339
2.0078,1.7506
1.6289,1.2056
2.0977,2.045
1.282,2.0913
2.2161,1.9863
2.6275,2.2274
1.9561,2.1493
1.9629,2.5507
1.6674,2.3277
2.0297,2.8678
1.877,2.4017
2.2587,2.0375
1.7816,1.6231
1.3274,1.9612
2.3146,2.8751
2.0741,1.456
2.1818,1.4357
2.5865,1.7823
1.9796,2.4916
1.4235,2.3986
2.0683,1.0442
1.673,1.7517
2.1286,1.8524
2.371,2.0794
1.9907,2.006
1.9792,2.4879
1.9467,1.5647
2.3909,2.0816
2.9498,1.8568
1.4787,2.0103
2.0975,1.3213
1.5355,1.6956
2.5845,1.9013
2.8942,1.5818
2.3136,1.5212
1.7499,2.2919
1.6182,2.3867
2.1721,1.7185
1.7353,1.431
1.8303,2.1689
1.7898,1.772
1.4656,1.7473
1.4686,1.9946
1.9766,1.7078
1.9684,1.5675
1.4463,2.0705
1.8462,1.7238
1.1276,2.1096
2.1909,1.8523
2.1151,2.4605
1.9094,2.3164
2.7795,2.1529
1.8085,1.7738
1.9,2.1154
1.8668,2.0565
2.2696,2.531
1.9174,2.1951
1.569,2.3308
2.1269,2.5209
1.789,2.1689
1.8087,2.3701
3.0765,1.7091
1.9798,1.7607
1.8784,1.4813
2.3626,1.8838
1.96,2.5138
2.2565,2.9465
1.6487,2.4165
1.3984,1.7932
2.1791,1.2489
1.6285,2.3751
2.0263,2.2611
2.2802,1.3813
2.0926,1.9193
1.5424,1.7783
2.6369,1.7021
1.2794,1.9423
1.7167,2.8263
2.3258,1.7686
1.9913,1.9184
2.8901,2.5051
2.9275,2.1859
1.9194,2.4048
2.3514,2.8543
2.2022,2.3894
1.4013,2.0864
2.0588,2.9521
2.2346,1.5067
2.9461,2.2922
2.1107,2.0469
2.5587,1.7255
